はい、とても きれいです。おてらが たくさん あります。	Ya, sangat indah. Ada banyak kuil.	ဟုတ်ကဲ့၊ အရမ်းလှပါတယ်။ ဘုရားကျောင်းတွေ အများကြီးရှိပါတယ်။
とうきょうは どうですか。	Bagaimana dengan Tokyo?	တိုကျိုကရော ဘယ်လိုလဲ။
とうきょうは おおきくて、にぎやかです。	Tokyo besar dan ramai.	တိုကျိုက ကြီးပြီး စည်ကားပါတယ်။
おもしろいですか。	Apakah menarik?	စိတ်ဝင်စားစရာကောင်းလား။
はい、とても おもしろい まちです。	Ya, kota yang sangat menarik.	ဟုတ်ကဲ့၊ အရမ်းစိတ်ဝင်စားစရာကောင်းတဲ့ မြို့ပါ။
どちらが すきですか。	Anda lebih suka yang mana?	ဘယ်ဟာကို ပိုကြိုက်လဲ။
わたしは しずかな まちが すきですから、ならが すきです。	Karena saya suka kota yang tenang, saya suka Nara.	ကျွန်တော်က တိတ်ဆိတ်တဲ့မြို့ကို ကြိုက်လို့ နာရာကို ကြိုက်ပါတယ်။
この りょうりは おいしいですか。	Apakah masakan ini enak?	ဒီဟင်းက စားလို့ကောင်းလား။
はい、とても おいしいです。	Ya, sangat enak.	ဟုတ်ကဲ့၊ အရမ်းစားလို့ကောင်းပါတယ်။
からいですか。	Apakah pedas?	စပ်လား။
すこし からいですが、おいしいですよ。	Agak pedas, tapi enak.	နည်းနည်းစပ်ပေမယ့် စားလို့ကောင်းပါတယ်။
あの みせは どうですか。	Bagaimana dengan toko itu?	ဟိုဆိုင်ကရော ဘယ်လိုလဲ။
あの みせは ゆうめいですが、たかいです。	Toko itu terkenal, tapi mahal.	ဟိုဆိုင်က နာမည်ကြီးပေမယ့် ဈေးကြီးပါတယ်။
このへんは しずかですね。	Daerah sini tenang, ya.	ဒီနားက တိတ်ဆိတ်တယ်နော်။
ええ、きれいで、しずかな まちです。	Ya, kota yang bersih dan tenang.	ဟုတ်ပါတယ်၊ သန့်ရှင်းပြီး တိတ်ဆိတ်တဲ့ မြို့ပါ။
でんしゃで とおいですか。	Apakah jauh naik kereta?	ရထားနဲ့ဆို ဝေးလား။
いいえ、ちかくて、べんりです。	Tidak, dekat dan praktis.	မဝေးပါဘူး၊ နီးပြီး အဆင်ပြေပါတယ်။
