ありがとうございます。先生に見ていただけると心強いです。	Terima kasih. Kalau diperiksa guru, saya jadi lebih percaya diri.	ကျေးဇူးတင်ပါတယ်။ ဆရာ ကြည့်ပေးမယ်ဆိုရင် စိတ်ချရပါတယ်။
一緒に上手になりましょう。	Mari kita menjadi mahir bersama.	အတူတူ တော်လာအောင် လုပ်ကြရအောင်။
いつ頃から具合が悪いんですか。	Sejak kapan Anda merasa tidak enak badan?	ဘယ်တုန်းကတည်းက နေမကောင်းတာလဲ။
3日前から熱があるんです。薬を飲んだんですが、よくならなくて……。	Sejak 3 hari lalu demam. Sudah minum obat, tapi tidak membaik...	လွန်ခဲ့တဲ့ ၃ ရက်ကတည်းက အဖျားရှိနေပါတယ်။ ဆေးသောက်ခဲ့ပေမယ့် မသက်သာလို့...
どのくらいの熱ですか。	Demamnya berapa derajat?	အဖျားက ဘယ်လောက်လဲ။
38度ぐらいです。体も痛くて、食欲もありません。	Sekitar 38 derajat. Badan juga sakit, tidak ada nafsu makan.	၃၈ ဒီဂရီလောက်ပါ။ ကိုယ်လက်တွေလည်း ကိုက်ခဲပြီး အစားလည်း မစားချင်ပါဘူး။
食事は取れていますか。	Apakah Anda bisa makan?	အစားအသောက် စားနိုင်ရဲ့လား။
ほとんど食べられていません。水は飲んでいます。	Hampir tidak bisa makan. Air masih bisa minum.	သိပ်မစားနိုင်ပါဘူး။ ရေတော့ သောက်နေပါတယ်။
血液検査をしてみましょう。少し待っていてください。	Mari kita lakukan tes darah. Silakan tunggu sebentar.	သွေးစစ်ကြည့်ရအောင်။ ခဏ စောင့်နေပါ။
はい、わかりました。入院する必要がありますか。	Baik. Apakah perlu dirawat inap?	ဟုတ်ကဲ့၊ ရပါပြီ။ ဆေးရုံတက်ဖို့ လိုပါသလား။
検査結果が出てから判断します。	Kita putuskan setelah hasil tes keluar.	စစ်ဆေးမှုအဖြေ ထွက်ပြီးမှ ဆုံးဖြတ်ပါမယ်။
わかりました。よろしくお願いいたします。	Baik. Mohon bantuannya.	ဟုတ်ကဲ့။ ကျေးဇူးပြုပါ။
わたくしはミラーと申します。ABC商事の者です。	Nama saya Miller. Saya dari ABC Trading.	ကျွန်တော် Miller လို့ ခေါ်ပါတယ်။ ABC ကုန်သွယ်ရေးကုမ္ပဏီက ဖြစ်ပါတယ်။
初めまして。お電話でお話しした田中です。	Perkenalkan. Saya Tanaka yang berbicara dengan Anda di telepon.	တွေ့ရတာ ဝမ်းသာပါတယ်။ ဖုန်းထဲမှာ စကားပြောခဲ့တဲ့ Tanaka ပါ။
本日はお時間をいただきまして、ありがとうございます。	Terima kasih atas waktu yang Anda berikan hari ini.	ဒီနေ့ အချိန်ပေးတဲ့အတွက် ကျေးဇူးတင်ပါတယ်။
とんでもございません。わたくしが今日の予定をご説明します。	Sama sekali tidak. Saya yang akan menjelaskan jadwal hari ini.	ရပါတယ်။ ကျွန်တော်က ဒီနေ့အစီအစဉ်ကို ရှင်းပြပေးပါမယ်။
まず、会社の概要をご説明し、その後に商品についてご案内します。	Pertama saya jelaskan gambaran perusahaan, setelah itu memperkenalkan produk.	အရင်ဆုံး ကုမ္ပဏီအကျဉ်းချုပ်ကို ရှင်းပြပြီး အဲဒီနောက် ကုန်ပစ္စည်းအကြောင်း မိတ်ဆက်ပေးပါမယ်။
資料があれば送っていただけませんか。	Kalau ada dokumennya, bisakah dikirimkan?	စာရွက်စာတမ်း ရှိရင် ပို့ပေးလို့ရမလား။
かしこまりました。後ほど送らせていただきます。	Baik. Nanti akan saya kirimkan.	ဟုတ်ကဲ့၊ ရပါပြီ။ နောက်မှ ပို့ပေးပါမယ်။
ご丁寧にありがとうございます。	Terima kasih atas kebaikan Anda.	စေတနာထားတဲ့အတွက် ကျေးဇူးတင်ပါတယ်။
何かご不明な点がございましたら、いつでもご連絡ください。	Kalau ada hal yang kurang jelas, silakan hubungi kami kapan saja.	မရှင်းလင်းတာ ရှိရင် ဘယ်အချိန်မဆို ဆက်သွယ်ပါ။
最近、環境問題についてどう思いますか。	Bagaimana pendapat Anda tentang masalah lingkungan akhir-akhir ini?	ဒီတလော ပတ်ဝန်းကျင်ပြဿနာနဲ့ပတ်သက်ပြီး ဘယ်လို ထင်လဲ။
深刻な問題ですよね。私たちにできることをしなければならないと思います。	Masalah yang serius, ya. Saya rasa kita harus melakukan apa yang bisa kita lakukan.	လေးနက်တဲ့ပြဿနာပါနော်။ ငါတို့ လုပ်နိုင်တာတွေကို လုပ်ရမယ်လို့ ထင်ပါတယ်။
具体的にはどんなことをしていますか。	Secara konkret, apa yang Anda lakukan?	တိတိကျကျ ဘာတွေ လုပ်နေလဲ။
買い物袋を持参するようにしていますし、ゴミの分別も気をつけています。	Saya membawa tas belanja sendiri dan juga memperhatikan pemilahan sampah.	ဈေးဝယ်အိတ် ကိုယ်တိုင်ယူသွားအောင် လုပ်နေသလို အမှိုက်ခွဲခြားစွန့်ပစ်တာလည်း ဂရုစိုက်နေပါတယ်။
電気の節約もしたほうがいいですよね。	Sebaiknya juga menghemat listrik, ya.	လျှပ်စစ်မီးလည်း ချွေတာတာ ကောင်းတယ်နော်။
はい、できるだけ早く電気を消すようにしています。	Ya, saya berusaha mematikan lampu secepat mungkin.	ဟုတ်ကဲ့၊ တတ်နိုင်သမျှ မီးကို မြန်မြန်ပိတ်အောင် လုပ်နေပါတယ်။
若い人たちにも意識してもらえるといいですね。	Semoga anak muda juga bisa lebih sadar, ya.	လူငယ်တွေလည်း သတိမူလာရင် ကောင်းမယ်နော်။
学校で環境教育が行われるようになってきたそうですよ。	Katanya pendidikan lingkungan mulai diadakan di sekolah.	ကျောင်းတွေမှာ ပတ်ဝန်းကျင်ပညာရေး သင်ကြားလာပြီလို့ ဆိုပါတယ်။
いい変化ですね。将来がよくなるといいです。	Perubahan yang baik, ya. Semoga masa depan menjadi lebih baik.	ကောင်းတဲ့အပြောင်းအလဲပဲနော်။ အနာဂတ် ကောင်းလာပါစေလို့ ဆုတောင်းပါတယ်။
私たち一人一人が行動すれば、きっと変わります。	Kalau kita masing-masing bertindak, pasti akan berubah.	ငါတို့တစ်ယောက်ချင်းစီ လှုပ်ရှားရင် သေချာပေါက် ပြောင်းလဲလာပါလိမ့်မယ်။
アルバイトの面接に来ましたミラーと申します。	Saya Miller, datang untuk wawancara kerja paruh waktu.	အချိန်ပိုင်းအလုပ် အင်တာဗျူးလာတဲ့ Miller ပါ။
ようこそ。座ってください。日本語はどのくらい話せますか。	Selamat datang. Silakan duduk. Seberapa bisa Anda berbahasa Jepang?	ကြိုဆိုပါတယ်။ ထိုင်ပါ။ ဂျပန်စကား ဘယ်လောက် ပြောတတ်လဲ။
N4レベルで、日常会話はできます。敬語はまだ勉強中です。	Level N4, percakapan sehari-hari bisa. Bahasa hormat masih dalam proses belajar.	N4 အဆင့်ဖြစ်ပြီး နေ့စဉ်သုံးစကားပြောတတ်ပါတယ်။ ယဉ်ကျေးသုံးစကား (keigo) ကတော့ လေ့လာဆဲပါ။
わかりました。週に何日働けますか。	Baik. Berapa hari seminggu Anda bisa bekerja?	ရပါပြီ။ တစ်ပတ်မှာ ဘယ်နှစ်ရက် အလုပ်လုပ်နိုင်လဲ။
週3日から4日働けます。土日も大丈夫です。	Bisa bekerja 3-4 hari seminggu. Sabtu-Minggu juga bisa.	တစ်ပတ်ကို ၃ ရက်ကနေ ၄ ရက် လုပ်နိုင်ပါတယ်။ စနေတနင်္ဂနွေလည်း ရပါတယ်။
以前にアルバイトをしたことがありますか。	Apakah Anda pernah bekerja paruh waktu sebelumnya?	အရင်က အချိန်ပိုင်းအလုပ် လုပ်ဖူးလား။
はい、母国でレストランで働いたことがあります。	Ya, saya pernah bekerja di restoran di negara asal saya.	ဟုတ်ကဲ့၊ မိခင်နိုင်ငံမှာ စားသောက်ဆိုင်မှာ အလုပ်လုပ်ဖူးပါတယ်။
それはいいですね。接客は得意ですか。	Bagus. Apakah Anda pandai melayani pelanggan?	ကောင်းတယ်နော်။ ဧည့်ဝန်ဆောင်မှုမှာ ကျွမ်းကျင်လား။
好きですし、日本語をもっと上手にしたいので、ぜひやってみたいです。	Saya suka, dan karena ingin lebih mahir bahasa Jepang, saya sangat ingin mencobanya.	ကြိုက်သလို ဂျပန်စကားလည်း ပိုတော်ချင်လို့ သေချာပေါက် လုပ်ကြည့်ချင်ပါတယ်။
では、来週から来ていただけますか。	Kalau begitu, bisakah mulai datang minggu depan?	ဒါဆိုရင် နောက်အပတ်ကနေ စလာလို့ရမလား။
