いいえ、かいしゃいんじゃ ありません。りゅうがくせいです。	Bukan, saya bukan karyawan. Saya pelajar asing.	မဟုတ်ပါဘူး၊ ကုမ္ပဏီဝန်ထမ်း မဟုတ်ပါဘူး။ နိုင်ငံခြားကျောင်းသားပါ။
にほんごの がくせいですか。	Apakah Anda pelajar bahasa Jepang?	ဂျပန်စာ ကျောင်းသားလား။
はい、そうです。よろしく おねがいします。	Ya, benar. Senang berkenalan dengan Anda.	ဟုတ်ပါတယ်။ ရှေ့ဆက်ပြီး ကူညီပေးပါ။
すみません、それは なんですか。	Permisi, itu apa?	တစ်ဆိတ်လောက်၊ အဲဒါ ဘာလဲ။
これは じしょです。にほんごの じしょです。	Ini kamus. Kamus bahasa Jepang.	ဒါက အဘိဓာန်ပါ။ ဂျပန်စာ အဘိဓာန်ပါ။
あれも じしょですか。	Apakah itu juga kamus?	ဟိုဟာလည်း အဘိဓာန်လား။
いいえ、あれは じしょじゃ ありません。ほんです。	Bukan, itu bukan kamus. Itu buku.	မဟုတ်ပါဘူး၊ ဟိုဟာက အဘိဓာန် မဟုတ်ပါဘူး။ စာအုပ်ပါ။
そうですか。この ほんは だれのですか。	Oh begitu. Buku ini punya siapa?	ဟုတ်လား။ ဒီစာအုပ်က ဘယ်သူ့ဟာလဲ။
わたしのです。やまださんの ほんじゃ ありません。	Punya saya. Bukan buku Pak Yamada.	ကျွန်တော့်ဟာပါ။ Yamada ရဲ့ စာအုပ် မဟုတ်ပါဘူး။
それは ボールペンですか、シャープペンシルですか。	Itu bolpoin atau pensil mekanik?	အဲဒါ ဘောပင်လား၊ ခဲတံလား။
ボールペンです。	Bolpoin.	ဘောပင်ပါ။
この ノートは ミラーさんのですか。	Apakah buku catatan ini punya Pak Miller?	ဒီမှတ်စုစာအုပ်က Miller ရဲ့ဟာလား။
はい、そうです。わたしのです。	Ya, benar. Punya saya.	ဟုတ်ပါတယ်။ ကျွန်တော့်ဟာပါ။
これは なんですか。	Ini apa?	ဒါ ဘာလဲ။
くるまの ほんです。	Buku tentang mobil.	ကားအကြောင်း စာအုပ်ပါ။
あれは だれの かばんですか。	Itu tas punya siapa?	ဟိုဟာက ဘယ်သူ့အိတ်လဲ။
やまださんの かばんです。	Tas Pak Yamada.	Yamada ရဲ့ အိတ်ပါ။
この てちょうも やまださんのですか。	Apakah buku agenda ini juga punya Pak Yamada?	ဒီမှတ်စုစာအုပ်လေးလည်း Yamada ရဲ့ဟာလား။
いいえ、その てちょうは わたしのです。	Bukan, agenda itu punya saya.	မဟုတ်ပါဘူး၊ အဲဒီမှတ်စုစာအုပ်လေးက ကျွန်တော့်ဟာပါ။
そうですか。あの かさは？	Oh begitu. Kalau payung itu?	ဟုတ်လား။ ဟိုထီးကရော။
あの かさも わたしのです。	Payung itu juga punya saya.	ဟိုထီးလည်း ကျွန်တော့်ဟာပါ။
では、これは なんですか。	Kalau begitu, ini apa?	ဒါဆိုရင် ဒါက ဘာလဲ။
それは かいしゃの パソコンです。	Itu komputer milik perusahaan.	အဲဒါက ကုမ္ပဏီရဲ့ ကွန်ပျူတာပါ။
すみません、トイレは どこですか。	Permisi, toilet di mana?	တစ်ဆိတ်လောက်၊ အိမ်သာ ဘယ်မှာလဲ။
トイレは あそこです。	Toilet di sana.	အိမ်သာက ဟိုမှာပါ။
うけつけは どこですか。	Resepsionis di mana?	ဧည့်ကြိုကောင်တာ ဘယ်မှာလဲ။
うけつけは ここです。	Resepsionis di sini.	ဧည့်ကြိုကောင်တာက ဒီမှာပါ။
じどうはんばいきは なんかいですか。	Mesin penjual otomatis di lantai berapa?	အလိုအလျောက် အရောင်းစက်က ဘယ်နှစ်ထပ်မှာလဲ။
2かいです。エレベーターは あちらです。	Di lantai 2. Lift ada di sebelah sana.	ဒုတိယထပ်မှာပါ။ ဓာတ်လှေကားက ဟိုဘက်မှာပါ။
ありがとうございます。かいぎしつも 2かいですか。	Terima kasih. Apakah ruang rapat juga di lantai 2?	ကျေးဇူးတင်ပါတယ်။ အစည်းအဝေးခန်းလည်း ဒုတိယထပ်မှာလား။
いいえ、かいぎしつは 3かいです。	Bukan, ruang rapat di lantai 3.	မဟုတ်ပါဘူး၊ အစည်းအဝေးခန်းက တတိယထပ်မှာပါ။
そうですか。どうも ありがとう。	Oh begitu. Terima kasih banyak.	ဟုတ်လား။ ကျေးဇူးအများကြီးတင်ပါတယ်။
いいえ、どういたしまして。	Tidak apa-apa, sama-sama.	ရပါတယ်၊ ကိစ္စမရှိပါဘူး။
すみません、この ネクタイは いくらですか。	Permisi, dasi ini berapa harganya?	တစ်ဆိတ်လောက်၊ ဒီနက်တိုင် ဘယ်လောက်လဲ။
1,500えんです。	1.500 yen.	ယန်း ၁,၅၀၀ ပါ။
あの ネクタイは？	Kalau dasi itu?	ဟိုနက်တိုင်ကရော။
あれは 2,000えんです。	Itu 2.000 yen.	ဟိုဟာက ယန်း ၂,၀၀၀ ပါ။
そうですか。あなたの くには どこですか。	Oh begitu. Negara Anda di mana?	ဟုတ်လား။ ခင်ဗျားရဲ့နိုင်ငံက ဘယ်နိုင်ငံလဲ။
フランスです。パリから きました。	Prancis. Saya datang dari Paris.	ပြင်သစ်ပါ။ ပါရီကနေ လာတာပါ။
そうですか。これは にほんの くるまですか。	Oh begitu. Apakah ini mobil Jepang?	ဟုတ်လား။ ဒါက ဂျပန်ကားလား။
はい、そうです。にほんの くるまです。	Ya, benar. Mobil Jepang.	ဟုတ်ပါတယ်။ ဂျပန်ကားပါ။
いい くるまですね。	Mobil yang bagus, ya.	ကားကောင်းလေးပဲနော်။
ええ、とても いい くるまです。	Ya, mobil yang sangat bagus.	ဟုတ်ပါတယ်၊ အရမ်းကောင်းတဲ့ကားပါ။
いま なんじですか。	Sekarang jam berapa?	အခု ဘယ်နှစ်နာရီလဲ။
4じ 5ふんです。	Jam 4 lewat 5 menit.	၄ နာရီ ၅ မိနစ်ပါ။
ミラーさんは まいあさ なんじに おきますか。	Pak Miller bangun jam berapa setiap pagi?	Miller က မနက်တိုင်း ဘယ်နှစ်နာရီ အိပ်ရာထလဲ။
6じに おきます。	Bangun jam 6.	၆ နာရီ ထပါတယ်။
はやいですね。なんじから なんじまで はたらきますか。	Pagi sekali, ya. Anda bekerja dari jam berapa sampai jam berapa?	စောလိုက်တာနော်။ ဘယ်နှစ်နာရီကနေ ဘယ်နှစ်နာရီအထိ အလုပ်လုပ်လဲ။
9じから 5じまで はたらきます。	Bekerja dari jam 9 sampai jam 5.	၉ နာရီကနေ ၅ နာရီအထိ အလုပ်လုပ်ပါတယ်။
やすみは なんようびですか。	Hari libur Anda hari apa?	နားရက်က ဘယ်နေ့လဲ။
どようびと にちようびです。	Sabtu dan Minggu.	စနေနေ့နဲ့ တနင်္ဂနွေနေ့ပါ။
ひるやすみは なんじから なんじまでですか。	Istirahat siang dari jam berapa sampai jam berapa?	နေ့လယ်စာနားချိန်က ဘယ်နှစ်နာရီကနေ ဘယ်နှစ်နာရီအထိလဲ။
12じから 1じまでです。	Dari jam 12 sampai jam 1.	၁၂ နာရီကနေ ၁ နာရီအထိပါ။
きのう どこへ いきましたか。	Kemarin Anda pergi ke mana?	မနေ့က ဘယ်သွားခဲ့လဲ။
デパートへ いきました。	Saya pergi ke pusat perbelanjaan.	ကုန်တိုက်ကို သွားခဲ့ပါတယ်။
なんじに いきましたか。	Jam berapa Anda pergi?	ဘယ်နှစ်နာရီမှာ သွားခဲ့လဲ။
3じに いきました。	Pergi jam 3.	၃ နာရီမှာ သွားခဲ့ပါတယ်။
なんじに かえりましたか。	Jam berapa Anda pulang?	ဘယ်နှစ်နာရီမှာ ပြန်ခဲ့လဲ။
6じに かえりました。	Pulang jam 6.	၆ နာရီမှာ ပြန်ခဲ့ပါတယ်။
きょうは どこへ いきますか。	Hari ini Anda pergi ke mana?	ဒီနေ့ ဘယ်သွားမလဲ။
どこも いきません。うちに います。	Tidak pergi ke mana-mana. Saya di rumah.	ဘယ်မှမသွားပါဘူး။ အိမ်မှာပဲ နေပါမယ်။
あしたは？	Kalau besok?	မနက်ဖြန်ကရော။
あしたは かいしゃへ いきます。8じに いきます。	Besok saya pergi ke kantor. Berangkat jam 8.	မနက်ဖြန် ကုမ္ပဏီကို သွားပါမယ်။ ၈ နာရီမှာ သွားပါမယ်။
