休みの日は何をして過ごしますか。	Hari libur Anda mengisi waktu dengan apa?	နားရက်မှာ ဘာလုပ်ပြီး အချိန်ဖြုန်းလဲ။
絵を描いています。音楽を聞きながら描くのが好きで。	Saya menggambar. Saya suka menggambar sambil mendengarkan musik.	ပုံဆွဲနေပါတယ်။ သီချင်းနားထောင်ရင်း ဆွဲရတာ ကြိုက်လို့ပါ။
上手ですか。	Apakah Anda mahir?	တော်လား။
上手じゃないですが、楽しいので続けています。	Tidak mahir, tapi karena menyenangkan saya terus melakukannya.	မတော်ပေမယ့် ပျော်စရာကောင်းလို့ ဆက်လုပ်နေပါတယ်။
ほかにはどんな趣味がありますか。	Hobi apa lagi yang Anda punya?	တခြား ဘာဝါသနာတွေ ရှိသေးလဲ။
鈴木さんはピアノも弾けるし、歌も歌えるし、それにダンスもできます。	Bu Suzuki bisa main piano, bisa menyanyi, dan juga bisa menari.	Suzuki က စန္ဒယားလည်း တီးတတ်တယ်၊ သီချင်းလည်း ဆိုတတ်တယ်၊ ပြီးတော့ ကလည်း ကတတ်ပါတယ်။
すごい人ですね。私は何もできません。	Orang yang hebat, ya. Saya tidak bisa apa-apa.	တော်တဲ့သူပဲနော်။ ကျွန်တော်ကတော့ ဘာမှ မတတ်ပါဘူး။
そんなことないですよ。料理が上手だし、親切だし……。	Tidak begitu, kok. Anda pandai memasak, baik hati juga...	မဟုတ်ပါဘူး။ ဟင်းချက်လည်းတော်တယ်၊ သဘောလည်းကောင်းတယ်လေ...
ありがとうございます。恥ずかしいです。	Terima kasih. Saya jadi malu.	ကျေးဇူးတင်ပါတယ်။ ရှက်စရာကြီးပါ။
お互いに得意なことが違っていいと思いますよ。	Menurut saya bagus kalau keahlian kita berbeda-beda.	တစ်ယောက်နဲ့တစ်ယောက် တော်တာချင်း မတူတာက ကောင်းတယ်လို့ ထင်ပါတယ်။
どうしたんですか。元気がないですね。	Ada apa? Anda kelihatan lesu.	ဘာဖြစ်လို့လဲ။ စိတ်ဓာတ်ကျနေပုံပဲနော်။
さいふを落としてしまったんです。	Saya menjatuhkan dompet saya.	ပိုက်ဆံအိတ် ကျပျောက်သွားလို့ပါ။
それは大変！見つかりましたか。	Gawat! Apakah sudah ditemukan?	အဲဒါ ဒုက္ခပဲ။ ပြန်တွေ့ပြီလား။
いいえ、まだです。駅に電話したんですが……。	Belum. Saya sudah menelepon stasiun, tapi...	မတွေ့သေးပါဘူး။ ဘူတာကို ဖုန်းဆက်ခဲ့ပေမယ့်...
駅員さんに届けてみましたか。	Apakah sudah melapor ke petugas stasiun?	ဘူတာဝန်ထမ်းဆီ သွားတိုင်ကြည့်ပြီးပြီလား။
はい、でも届いていないと言われてしまいました。	Ya, tapi katanya belum ada yang menyerahkan.	ဟုတ်ကဲ့၊ ဒါပေမယ့် ရောက်မလာသေးဘူးလို့ ပြောခံရပါတယ်။
クレジットカードはどうしますか。	Bagaimana dengan kartu kredit?	ခရက်ဒစ်ကတ်ကရော ဘယ်လိုလုပ်မလဲ။
すぐに止めました。でも現金がなくなってしまって困っています。	Langsung saya blokir. Tapi saya bingung karena uang tunai saya hilang.	ချက်ချင်း ပိတ်လိုက်ပါပြီ။ ဒါပေမယ့် ငွေသားတွေ ပျောက်သွားလို့ ဒုက္ခရောက်နေပါတယ်။
少し貸しましょうか。	Mau saya pinjami sedikit?	နည်းနည်း ချေးပေးရမလား။
ありがとうございます。助かります。見つかったら返しますね。	Terima kasih. Sangat membantu. Kalau ketemu, saya kembalikan, ya.	ကျေးဇူးတင်ပါတယ်။ အရမ်းအဆင်ပြေသွားပါပြီ။ ပြန်တွေ့ရင် ပြန်ပေးပါမယ်နော်။
最近、何か本を読んでいますか。	Akhir-akhir ini apakah Anda membaca buku?	ဒီတလော စာအုပ် တစ်ခုခု ဖတ်နေလား။
はい、『源氏物語』を全部読んでしまいました。	Ya, saya sudah selesai membaca seluruh "Hikayat Genji".	ဟုတ်ကဲ့၊ 『源氏物語』 (Genji Monogatari) ကို အကုန် ဖတ်ပြီးသွားပါပြီ။
すごいですね！長くなかったですか。	Hebat! Apakah tidak terlalu panjang?	တော်လိုက်တာနော်။ မရှည်ဘူးလား။
長かったですが、おもしろくて止まれませんでした。	Panjang, tapi karena menarik saya tidak bisa berhenti.	ရှည်ပေမယ့် စိတ်ဝင်စားစရာကောင်းလို့ ရပ်လို့ကို မရခဲ့ပါဘူး။
どんな本が好きですか。	Buku seperti apa yang Anda suka?	ဘယ်လိုစာအုပ်မျိုး ကြိုက်လဲ။
歴史の本が好きです。でも、漫画も読んでしまいます。	Suka buku sejarah. Tapi komik pun akhirnya saya baca juga.	သမိုင်းစာအုပ်တွေ ကြိုက်ပါတယ်။ ဒါပေမယ့် ကာတွန်းလည်း ဖတ်မိနေတာပါပဲ။
漫画も読みますか。おすすめはありますか。	Anda baca komik juga? Ada rekomendasi?	ကာတွန်းလည်း ဖတ်လား။ ညွှန်းချင်တာ ရှိလား။
はい！ぜひ貸しましょうか。	Ya! Mau saya pinjamkan?	ဟုတ်ကဲ့။ ငှားပေးရမလား။
ぜひ！ありがとうございます。	Mau sekali! Terima kasih.	ငှားပေးပါ။ ကျေးဇူးတင်ပါတယ်။
返すときでいいですよ。急がないでください。	Kembalikan kapan saja. Tidak usah buru-buru.	ပြန်ပေးချင်တဲ့အချိန်မှ ပြန်ပေးလည်း ရပါတယ်။ မလောပါနဲ့။
パーティーの準備はできていますか。	Apakah persiapan pesta sudah selesai?	ပါတီအတွက် ပြင်ဆင်မှု ပြီးပြီလား။
はい、カレンダーに今月の予定が書いてあります。	Ya, jadwal bulan ini sudah tertulis di kalender.	ဟုတ်ကဲ့၊ ပြက္ခဒိန်မှာ ဒီလရဲ့အစီအစဉ်တွေ ရေးထားပါတယ်။
飲み物はどうしますか。	Bagaimana dengan minumannya?	သောက်စရာတွေကရော ဘယ်လိုလုပ်မလဲ။
もう買っておきました。冷蔵庫に入れてあります。	Sudah saya beli. Sudah dimasukkan ke kulkas.	ဝယ်ထားပြီးပါပြီ။ ရေခဲသေတ္တာထဲ ထည့်ထားပါတယ်။
いすはどうしますか。	Bagaimana dengan kursinya?	ကုလားထိုင်တွေကရော။
食事が終わったら、椅子をこの部屋に置いておきます。	Setelah makan selesai, kursi akan saya taruh di kamar ini.	ထမင်းစားပြီးရင် ကုလားထိုင်တွေကို ဒီအခန်းထဲ ထားထားပါမယ်။
料理はいつ作りますか。	Kapan Anda memasak makanannya?	ဟင်းကို ဘယ်တော့ ချက်မလဲ။
今夜のうちに作っておくつもりです。	Saya berencana memasaknya malam ini.	ဒီည အတွင်းမှာ ချက်ထားဖို့ စိတ်ကူးထားပါတယ်။
写真はどこにしまいましたか。	Foto-fotonya disimpan di mana?	ဓာတ်ပုံတွေကို ဘယ်မှာ သိမ်းထားလဲ။
写真は引き出しにしまってあります。	Foto disimpan di laci.	ဓာတ်ပုံတွေကို အံဆွဲထဲ သိမ်းထားပါတယ်။
何か手伝えることはありますか。	Apakah ada yang bisa saya bantu?	ကူညီပေးစရာ တစ်ခုခု ရှိလား။
飾りつけを手伝ってもらえますか。	Bisakah Anda membantu memasang dekorasi?	အလှဆင်တာ ကူညီပေးလို့ရမလား။
卒業したら、何をするつもりですか。	Setelah lulus, Anda berencana melakukan apa?	ကျောင်းပြီးရင် ဘာလုပ်ဖို့ စိတ်ကူးထားလဲ။
外国で働こうと思っています。	Saya berpikir untuk bekerja di luar negeri.	နိုင်ငံခြားမှာ အလုပ်လုပ်ဖို့ စဉ်းစားနေပါတယ်။
どこへ行きたいですか。	Anda ingin pergi ke mana?	ဘယ်ကို သွားချင်လဲ။
ずっと日本に住むつもりでしたが、今はカナダに行こうかと思っています。	Tadinya saya berencana tinggal terus di Jepang, tapi sekarang berpikir untuk pergi ke Kanada.	ဂျပန်မှာပဲ အမြဲနေဖို့ စိတ်ကူးထားခဲ့ပေမယ့် အခုတော့ ကနေဒါကို သွားမလားလို့ စဉ်းစားနေပါတယ်။
どうしてカナダですか。	Kenapa Kanada?	ဘာကြောင့် ကနေဒါလဲ။
英語と日本語が使える仕事がしたいんです。	Saya ingin pekerjaan yang bisa memakai bahasa Inggris dan Jepang.	အင်္ဂလိပ်စာနဲ့ ဂျပန်စာ သုံးလို့ရတဲ့အလုပ် လုပ်ချင်လို့ပါ။
いつ出発する予定ですか。	Kapan rencananya berangkat?	ဘယ်တော့ ထွက်ခွာဖို့ အစီအစဉ်ရှိလဲ။
来年の春に行く予定です。それまでに英語をもっと勉強しておこうと思います。	Rencananya musim semi tahun depan. Sebelum itu saya akan belajar bahasa Inggris lebih banyak.	နောက်နှစ် နွေဦးမှာ သွားဖို့ အစီအစဉ်ရှိပါတယ်။ အဲဒီအချိန်မတိုင်ခင် အင်္ဂလိပ်စာကို ပိုလေ့လာထားမယ်လို့ စိတ်ကူးထားပါတယ်။
それはいい計画ですね。	Itu rencana yang bagus.	အဲဒါ ကောင်းတဲ့အစီအစဉ်ပဲနော်။
友だちと一緒に行こうと誘ったんですが、まだ返事がないんです。	Saya mengajak teman pergi bersama, tapi belum ada jawaban.	သူငယ်ချင်းကို အတူသွားဖို့ ဖိတ်ခေါ်ခဲ့ပေမယ့် အဖြေ မရသေးပါဘူး။
きっと行くと思いますよ。	Saya yakin dia pasti ikut.	သေချာပေါက် လိုက်မယ်လို့ ထင်ပါတယ်။
今日の午後、買い物に行こうか。	Siang ini, mau pergi belanja?	ဒီနေ့ မွန်းလွဲပိုင်း ဈေးသွားဝယ်ကြမလား။
いいね。何を買うの？	Boleh. Mau beli apa?	ကောင်းတယ်။ ဘာဝယ်မလို့လဲ။
部長は店へ行く予定だから、私たちも一緒に行こう。	Kepala bagian berencana pergi ke toko, jadi kita ikut juga, yuk.	ဌာနမှူးက ဆိုင်ကို သွားဖို့ အစီအစဉ်ရှိလို့ ငါတို့လည်း အတူတူ လိုက်သွားကြမယ်။
レポートはまだまとめていないんだけど……。	Tapi laporanku belum selesai kususun...	အစီရင်ခံစာ မပြီးသေးလို့ပါ...
大丈夫。早く終わらせよう。	Tidak apa-apa. Ayo cepat kita selesaikan.	ရပါတယ်။ မြန်မြန် ပြီးအောင်လုပ်ကြမယ်။
うん、がんばろう。何時に行く？	Iya, ayo semangat. Jam berapa kita pergi?	အင်း၊ ကြိုးစားကြမယ်။ ဘယ်နှစ်နာရီ သွားမလဲ။
3時ごろはどう？	Bagaimana kalau sekitar jam 3?	၃ နာရီလောက်ဆို ဘယ်လိုလဲ။
OK、3時に駅で会おう。	OK, ketemu jam 3 di stasiun.	OK၊ ၃ နာရီမှာ ဘူတာမှာ တွေ့ကြမယ်။
じゃあ、後で！	Sampai nanti!	ဒါဆို တော့မှ တွေ့မယ်နော်။
うん、またね！	Iya, sampai jumpa!	အင်း၊ နောက်မှ တွေ့မယ်နော်။
