材料はどこにありますか。	Bahan-bahannya ada di mana?	ပါဝင်ပစ္စည်းတွေက ဘယ်မှာလဲ။
冷蔵庫に入れてあります。先ほど準備しておきました。	Sudah dimasukkan ke kulkas. Tadi sudah saya siapkan.	ရေခဲသေတ္တာထဲ ထည့်ထားပါတယ်။ ခုနက ကြိုပြင်ဆင်ထားပါတယ်။
揚げすぎた場合はどうしますか。	Kalau menggorengnya terlalu lama, bagaimana?	ကြော်လွန်သွားရင် ဘယ်လိုလုပ်မလဲ။
少し焦げても味は大丈夫ですよ。気にしないでください。	Meskipun agak gosong, rasanya tetap enak. Jangan khawatir.	နည်းနည်း တူးသွားလည်း အရသာက ရပါတယ်။ စိတ်မပူပါနဲ့။
食べやすく切っておいたほうがいいですか。	Apakah sebaiknya dipotong supaya mudah dimakan?	စားရလွယ်အောင် လှီးထားတာ ကောင်းမလား။
はい、一口大に切っておくといいですよ。	Ya, sebaiknya dipotong seukuran satu suapan.	ဟုတ်ကဲ့၊ တစ်လုတ်စာအရွယ် လှီးထားရင် ကောင်းပါတယ်။
この絵はどう思いますか。	Bagaimana pendapat Anda tentang lukisan ini?	ဒီပန်းချီကားကို ဘယ်လို ထင်လဲ။
きれいですね。誰が描いたか知っていますか。	Indah, ya. Apakah Anda tahu siapa yang melukisnya?	လှတယ်နော်။ ဘယ်သူဆွဲခဲ့လဲ သိလား။
説明には江戸時代の画家が描いたと書いてあります。	Di penjelasannya tertulis dilukis oleh pelukis zaman Edo.	ရှင်းလင်းချက်မှာ အဲဒိုခေတ် ပန်းချီဆရာ ဆွဲခဲ့တယ်လို့ ရေးထားပါတယ်။
この美術館は来月工事が始まるそうですね。	Katanya museum ini mulai direnovasi bulan depan, ya.	ဒီပြတိုက်က နောက်လမှာ ပြင်ဆင်မှုစမယ်လို့ ဆိုပါတယ်နော်။
そうなんです。工事が終わったら、また来ましょう。	Benar. Setelah renovasi selesai, ayo kita datang lagi.	ဟုတ်ပါတယ်။ ပြင်ဆင်မှုပြီးရင် ထပ်လာကြရအောင်။
ここには何度来ても新しい発見がありますね。	Berapa kali pun ke sini, selalu ada penemuan baru, ya.	ဒီကို ဘယ်နှစ်ခါလာလာ အသစ်တွေ့ရှိစရာ ရှိနေတယ်နော်။
日本の文化について、もっと知りたくなりました。	Saya jadi ingin tahu lebih banyak tentang budaya Jepang.	ဂျပန်ယဉ်ကျေးမှုအကြောင်း ပိုသိချင်လာပါပြီ။
博物館にも面白い展示があるようですよ。	Sepertinya di museum juga ada pameran yang menarik.	ပြတိုက်မှာလည်း စိတ်ဝင်စားစရာပြပွဲတွေ ရှိပုံရပါတယ်။
今度連れて行っていただけますか。	Lain kali bisakah Anda mengajak saya?	နောက်တစ်ခါ ခေါ်သွားပေးလို့ရမလား။
もちろん！次の週末はいかがですか。	Tentu! Bagaimana kalau akhir pekan depan?	ရတာပေါ့။ နောက်စနေတနင်္ဂနွေဆို ဘယ်လိုလဲ။
いまからサッカーの試合が始まるところですね。	Pertandingan sepak bola baru akan dimulai sekarang, ya.	အခုမှ ဘောလုံးပွဲ စတော့မယ့်အချိန်နော်။
そうです。日本チームが勝つと思いますか。	Benar. Menurut Anda tim Jepang akan menang?	ဟုတ်ပါတယ်။ ဂျပန်အသင်း နိုင်မယ်လို့ ထင်လား။
勝てるかもしれませんが、相手も強いので難しいでしょう。	Mungkin bisa menang, tapi karena lawannya juga kuat, mungkin sulit.	နိုင်ချင် နိုင်နိုင်ပေမယ့် တစ်ဖက်အသင်းလည်း တောင့်တင်းလို့ ခက်ပါလိမ့်မယ်။
試合の結果が出たら、すぐ教えてください。	Kalau hasil pertandingan sudah keluar, segera beri tahu saya.	ပွဲရလဒ်ထွက်ရင် ချက်ချင်း ပြောပြပါနော်။
わかりました。スポーツが好きなんですか。	Baik. Apakah Anda suka olahraga?	ဟုတ်ကဲ့။ အားကစား ကြိုက်တာလား။
はい、サッカーはしますが、野球はしません。	Ya, saya main sepak bola, tapi tidak main bisbol.	ဟုတ်ကဲ့၊ ဘောလုံးကတော့ ကစားပြီး ဘေ့စ်ဘောကတော့ မကစားပါဘူး။
学生のころから続けているんですか。	Apakah Anda meneruskannya sejak masa sekolah?	ကျောင်းသားဘဝကတည်းက ဆက်လုပ်နေတာလား။
はい、10歳のときから続けています。体を動かすのが好きで。	Ya, sejak umur 10 tahun. Saya suka menggerakkan badan.	ဟုတ်ကဲ့၊ ၁၀ နှစ်သားကတည်းက ဆက်ကစားနေတာပါ။ ကိုယ်လက်လှုပ်ရှားရတာ ကြိုက်လို့ပါ။
運動不足の私には尊敬します。	Saya yang kurang olahraga jadi kagum pada Anda.	လေ့ကျင့်ခန်းနည်းတဲ့ ကျွန်တော့်အနေနဲ့ လေးစားမိပါတယ်။
一緒にやってみませんか。楽しいですよ。	Mau mencoba bersama? Menyenangkan, lho.	အတူတူ လုပ်ကြည့်ကြမလား။ ပျော်စရာကောင်းပါတယ်။
来月、引越しするって本当ですか。	Apakah benar bulan depan Anda pindah rumah?	နောက်လ အိမ်ပြောင်းမယ်ဆိုတာ တကယ်လား။
はい、もう荷物は段ボールに入れてあります。	Ya, barang-barang sudah dimasukkan ke kardus.	ဟုတ်ကဲ့၊ ပစ္စည်းတွေကို ကတ်ထူပုံးထဲ ထည့်ထားပြီးပါပြီ။
大変でしたね。荷物が多そうで……。	Repot, ya. Barangnya kelihatan banyak...	ပင်ပန်းမယ့်ပုံပဲနော်။ ပစ္စည်းတွေ များပုံရလို့...
本が多くて、捨てるのがもったいなくて……。	Bukunya banyak, sayang kalau dibuang...	စာအုပ်တွေများပြီး လွှင့်ပစ်ရမှာ နှမြောလို့...
本を運ぶのは重いですよね。手伝いましょうか。	Membawa buku itu berat, ya. Perlu saya bantu?	စာအုပ်သယ်ရတာ လေးတယ်နော်။ ကူညီပေးရမလား။
本当ですか！助かります。	Benarkah! Sangat membantu.	တကယ်လား။ အရမ်းကျေးဇူးတင်ပါတယ်။
引越し業者はもう頼みましたか。	Apakah sudah memesan jasa pindahan?	အိမ်ပြောင်းဝန်ဆောင်မှုကို ငှားပြီးပြီလား။
はい、来週の土曜日に来てもらうことになっています。	Ya, sudah dijadwalkan datang Sabtu minggu depan.	ဟုတ်ကဲ့၊ နောက်အပတ် စနေနေ့မှာ လာဖို့ စီစဉ်ထားပါတယ်။
新しい部屋はどんなところですか。	Kamar barunya tempat yang seperti apa?	အခန်းအသစ်က ဘယ်လိုနေရာမျိုးလဲ။
駅から近いし、日当たりもいいし、気に入っています。	Dekat dari stasiun, sinar mataharinya juga bagus, saya menyukainya.	ဘူတာနဲ့လည်းနီးတယ်၊ နေရောင်လည်းကောင်းတယ်ဆိုတော့ သဘောကျနေပါတယ်။
日本語がとても上手ですね。どうやって勉強しましたか。	Bahasa Jepang Anda pandai sekali. Bagaimana cara belajarnya?	ဂျပန်စကား အရမ်းတော်တယ်နော်။ ဘယ်လို လေ့လာခဲ့တာလဲ။
毎日少しずつ続けることが大切だと思います。	Saya rasa yang penting adalah terus belajar sedikit demi sedikit setiap hari.	နေ့တိုင်း တဖြည်းဖြည်း ဆက်လုပ်တာက အရေးကြီးတယ်လို့ ထင်ပါတယ်။
どんな方法が一番効果的でしたか。	Metode apa yang paling efektif?	ဘယ်နည်းလမ်းက အထိရောက်ဆုံးလဲ။
日本人の友だちと話すようにしたことが一番よかったです。	Yang paling bagus adalah berusaha mengobrol dengan teman orang Jepang.	ဂျပန်သူငယ်ချင်းတွေနဲ့ စကားပြောအောင် လုပ်ခဲ့တာက အကောင်းဆုံးပါပဲ။
間違えるのが恥ずかしくなかったですか。	Apakah tidak malu saat salah?	မှားမှာ မရှက်ခဲ့ဘူးလား။
最初は恥ずかしかったですが、間違えても笑ってくれたので、だんだん平気になりました。	Awalnya malu, tapi karena mereka tersenyum meski saya salah, lama-lama jadi terbiasa.	အစပိုင်း ရှက်ခဲ့ပေမယ့် မှားလည်း ပြုံးပြီး လက်ခံပေးကြလို့ တဖြည်းဖြည်း ရိုးသွားပါတယ်။
私もそうしてみます。	Saya juga akan mencobanya.	ကျွန်တော်လည်း အဲလို လုပ်ကြည့်ပါမယ်။
日本語が話せるようになれば、もっと楽しくなりますよ。	Kalau sudah bisa berbicara bahasa Jepang, akan lebih menyenangkan.	ဂျပန်စကား ပြောတတ်လာရင် ပိုပျော်စရာကောင်းလာပါလိမ့်မယ်။
はい、あきらめずに続けます。	Ya, saya akan terus tanpa menyerah.	ဟုတ်ကဲ့၊ လက်မလျှော့ဘဲ ဆက်ကြိုးစားပါမယ်။
応援しています。一緒にがんばりましょう！	Saya mendukung Anda. Mari berjuang bersama!	အားပေးနေပါတယ်။ အတူတူ ကြိုးစားကြရအောင်။
