もっと かいわを れんしゅうして ください、と いいました。	Beliau bilang, "Berlatihlah percakapan lebih banyak."	စကားပြော ပိုလေ့ကျင့်ပါလို့ ပြောခဲ့ပါတယ်။
そうですか。うまは やくに たつと おもいますか。	Oh begitu. Menurut Anda kuda itu berguna?	ဟုတ်လား။ မြင်းက အသုံးဝင်တယ်လို့ ထင်လား။
はい、にほんでは うまは むかし やくに たったと おもいます。	Ya, saya rasa dulu kuda sangat berguna di Jepang.	ဟုတ်ကဲ့၊ ဂျပန်မှာ မြင်းက အရင်တုန်းက အသုံးဝင်ခဲ့တယ်လို့ ထင်ပါတယ်။
そうですね。あした かいぎに くるでしょう？	Benar. Besok Anda datang ke rapat, kan?	ဟုတ်တယ်နော်။ မနက်ဖြန် အစည်းအဝေးကို လာမှာနော်။
はい、たぶん くると おもいます。	Ya, mungkin akan datang.	ဟုတ်ကဲ့၊ လာဖြစ်မယ်လို့ ထင်ပါတယ်။
わかりました。では、またあした。	Baik. Kalau begitu, sampai jumpa besok.	နားလည်ပါပြီ။ ဒါဆိုရင် မနက်ဖြန်မှ တွေ့ကြမယ်နော်။
これは おんなのひとが よむ ざっしですか。	Apakah ini majalah yang dibaca perempuan?	ဒါက အမျိုးသမီးတွေ ဖတ်တဲ့ မဂ္ဂဇင်းလား။
はい、おんなのひとに にんきが ある ざっしです。	Ya, majalah yang populer di kalangan perempuan.	ဟုတ်ကဲ့၊ အမျိုးသမီးတွေကြားမှာ လူကြိုက်များတဲ့ မဂ္ဂဇင်းပါ။
ははが よく つくる りょうりは なんですか。	Masakan apa yang sering dibuat ibu Anda?	အမေ မကြာခဏချက်တဲ့ဟင်းက ဘာလဲ။
カレーです。からだに いい りょうりだと おもいます。	Kari. Saya rasa masakan yang baik untuk kesehatan.	ကာရီပါ။ ကျန်းမာရေးနဲ့ ညီညွတ်တဲ့ဟင်းလို့ ထင်ပါတယ်။
パソコンを いれる かばんを さがして いますか。	Apakah Anda sedang mencari tas untuk laptop?	ကွန်ပျူတာထည့်တဲ့အိတ် ရှာနေတာလား။
はい、おおきくて じょうぶな かばんが ほしいです。	Ya, saya ingin tas yang besar dan kuat.	ဟုတ်ကဲ့၊ ကြီးပြီး ခိုင်ခံ့တဲ့အိတ် လိုချင်ပါတယ်။
あの みせに いい かばんが ありますよ。	Di toko itu ada tas yang bagus, lho.	ဟိုဆိုင်မှာ အိတ်ကောင်းကောင်း ရှိပါတယ်။
そうですか。いっしょに みに いきませんか。	Oh begitu. Mau pergi melihat bersama?	ဟုတ်လား။ အတူတူ သွားကြည့်ကြမလား။
いいですよ。テレビを みる じかんが ありますか。	Boleh. Apakah Anda punya waktu menonton TV?	ရပါတယ်။ တီဗီကြည့်ဖို့ အချိန်ရှိလား။
いいえ、さいきん しごとが いそがしくて、みる じかんが ありません。	Tidak, akhir-akhir ini pekerjaan sibuk, tidak ada waktu menonton.	မရှိပါဘူး၊ ဒီတလော အလုပ်များလို့ ကြည့်ဖို့အချိန် မရှိပါဘူး။
にほんごが わかる ひとが いますか。	Apakah ada orang yang mengerti bahasa Jepang?	ဂျပန်စကား နားလည်တဲ့သူ ရှိလား။
はい、あそこに にほんごが はなせる ひとが います。	Ya, di sana ada orang yang bisa berbicara bahasa Jepang.	ဟုတ်ကဲ့၊ ဟိုမှာ ဂျပန်စကား ပြောတတ်တဲ့သူ ရှိပါတယ်။
どんな ひとですか。	Orang yang seperti apa?	ဘယ်လိုလူလဲ။
あかい ぼうしを かぶって いる ひとです。	Orang yang memakai topi merah.	ဦးထုပ်အနီ ဆောင်းထားတဲ့သူပါ။
ほんを よむ ひとが すきですか。	Apakah Anda suka orang yang membaca buku?	စာဖတ်တဲ့သူကို ကြိုက်လား။
はい、本が すきな ひとは しんせつな ひとが おおいと おもいます。	Ya, saya rasa orang yang suka buku banyak yang baik hati.	ဟုတ်ကဲ့၊ စာအုပ်ကြိုက်တဲ့သူတွေက သဘောကောင်းတဲ့သူ များတယ်လို့ ထင်ပါတယ်။
きのう かった ほんは おもしろいですか。	Apakah buku yang dibeli kemarin menarik?	မနေ့က ဝယ်ခဲ့တဲ့စာအုပ် စိတ်ဝင်စားစရာကောင်းလား။
はい、とても おもしろい ほんです。せんせいが すすめた ほんです。	Ya, buku yang sangat menarik. Buku yang direkomendasikan guru.	ဟုတ်ကဲ့၊ အရမ်းစိတ်ဝင်စားစရာကောင်းတဲ့ စာအုပ်ပါ။ ဆရာ ညွှန်းတဲ့စာအုပ်ပါ။
わたしも よんでみたいです。	Saya juga ingin membacanya.	ကျွန်တော်လည်း ဖတ်ကြည့်ချင်ပါတယ်။
じゃあ、よんだら かしますよ。	Kalau begitu, setelah selesai kubaca, kupinjamkan.	ဒါဆိုရင် ဖတ်ပြီးရင် ငှားပေးပါမယ်။
みちを わたる とき、くるまに きを つけますか。	Saat menyeberang jalan, apakah Anda hati-hati terhadap mobil?	လမ်းကူးတဲ့အခါ ကားကို သတိထားလား။
はい、かならず みぎと ひだりを みます。	Ya, selalu melihat kanan dan kiri.	ဟုတ်ကဲ့၊ ညာဘက် ဘယ်ဘက်ကို သေချာကြည့်ပါတယ်။
うちへ かえった とき、なにを いいますか。	Saat pulang ke rumah, apa yang Anda ucapkan?	အိမ်ပြန်ရောက်တဲ့အခါ ဘာပြောလဲ။
「ただいま」と いいます。そして てを あらいます。	Mengucapkan "Tadaima". Lalu mencuci tangan.	「ただいま」 လို့ ပြောပါတယ်။ ပြီးတော့ လက်ဆေးပါတယ်။
ねむい とき、どうしますか。	Saat mengantuk, apa yang Anda lakukan?	အိပ်ချင်တဲ့အခါ ဘယ်လိုလုပ်လဲ။
コーヒーを のみます。それでも ねむい とき、すこし ねます。	Minum kopi. Kalau masih mengantuk, tidur sebentar.	ကော်ဖီသောက်ပါတယ်။ ဒါတောင် အိပ်ချင်သေးရင် ခဏအိပ်ပါတယ်။
これを まわすと、どうなりますか。	Kalau ini diputar, apa yang terjadi?	ဒါကို လှည့်လိုက်ရင် ဘယ်လိုဖြစ်မလဲ။
おとが おおきく なります。	Suaranya menjadi besar.	အသံ ကျယ်လာပါမယ်။
このボタンを おすと？	Kalau tombol ini ditekan?	ဒီခလုတ်ကို နှိပ်လိုက်ရင်ရော။
でんきが きえます。	Lampunya mati.	မီး ပျက်သွားပါမယ်။
ひまな とき、なにを しますか。	Saat senggang, apa yang Anda lakukan?	အားတဲ့အခါ ဘာလုပ်လဲ။
おんがくを きいたり、えを かいたり します。	Mendengarkan musik, menggambar, dan lain-lain.	သီချင်းနားထောင်လိုက် ပုံဆွဲလိုက် လုပ်ပါတယ်။
かなしい とき、どうしますか。	Saat sedih, apa yang Anda lakukan?	ဝမ်းနည်းတဲ့အခါ ဘယ်လိုလုပ်လဲ။
ともだちと はなします。はなすと きもちが よく なります。	Berbicara dengan teman. Kalau bercerita, perasaan menjadi lega.	သူငယ်ချင်းနဲ့ စကားပြောပါတယ်။ ပြောလိုက်ရင် စိတ်သက်သာသွားပါတယ်။
26さいの とき、けっこんしましたか。	Apakah Anda menikah saat umur 26 tahun?	အသက် ၂၆ နှစ်မှာ လက်ထပ်ခဲ့လား။
いいえ、まだです。けっこんしたい ひとが いる とき、けっこんしたいです。	Belum. Saya ingin menikah kalau ada orang yang ingin saya nikahi.	မထပ်ရသေးပါဘူး။ လက်ထပ်ချင်တဲ့သူ ရှိလာတဲ့အခါ လက်ထပ်ချင်ပါတယ်။
はるに なると、さくらが さきますね。	Kalau musim semi tiba, bunga sakura mekar, ya.	နွေဦးရောက်ရင် ချယ်ရီပန်းတွေ ပွင့်တယ်နော်။
ええ、きれいですね。さくらを みると、しあわせな きもちに なります。	Ya, indah sekali. Kalau melihat sakura, perasaan menjadi bahagia.	ဟုတ်ပါတယ်၊ လှတယ်နော်။ ချယ်ရီပန်းကို ကြည့်လိုက်ရင် ပျော်ရွှင်တဲ့စိတ် ဖြစ်လာပါတယ်။
にほんへ きた とき、びっくりしましたか。	Saat datang ke Jepang, apakah Anda terkejut?	ဂျပန်ကို ရောက်တုန်းက အံ့ဩခဲ့လား။
はい、たくさんの ひとが いて、おどろきました。	Ya, terkejut karena banyak sekali orang.	ဟုတ်ကဲ့၊ လူတွေ အများကြီးရှိလို့ အံ့ဩခဲ့ပါတယ်။
ミラーさんは わたしに ワインを くれました。	Pak Miller memberi saya anggur.	Miller က ကျွန်တော့်ကို ဝိုင် ပေးခဲ့ပါတယ်။
そうですか。どんな ワインですか。	Oh begitu. Anggur seperti apa?	ဟုတ်လား။ ဘယ်လိုဝိုင်မျိုးလဲ။
フランスの ワインです。たかそうな ワインでした。	Anggur Prancis. Kelihatannya mahal.	ပြင်သစ်ဝိုင်ပါ။ ဈေးကြီးမယ့်ပုံရှိတဲ့ ဝိုင်ပါ။
やまださんに なにかして もらいましたか。	Apakah Pak Yamada melakukan sesuatu untuk Anda?	Yamada က ခင်ဗျားအတွက် တစ်ခုခု လုပ်ပေးခဲ့လား။
はい、りょこうの しゃしんを みせて もらいました。	Ya, dia memperlihatkan foto perjalanannya.	ဟုတ်ကဲ့၊ ခရီးသွားဓာတ်ပုံတွေ ပြပေးခဲ့ပါတယ်။
やまださんは やさしい ひとですね。	Pak Yamada orang yang baik, ya.	Yamada က သဘောကောင်းတဲ့သူနော်။
ええ。わたしも なにか して あげたいです。	Ya. Saya juga ingin melakukan sesuatu untuknya.	ဟုတ်ပါတယ်။ ကျွန်တော်လည်း သူ့အတွက် တစ်ခုခု လုပ်ပေးချင်ပါတယ်။
カリナさんに CDを かして あげましたか。	Apakah Anda meminjamkan CD kepada Karina?	Karina ကို CD ငှားပေးခဲ့လား။
はい、かして あげました。	Ya, saya pinjamkan.	ဟုတ်ကဲ့၊ ငှားပေးခဲ့ပါတယ်။
カリナさんは よろこんで いましたか。	Apakah Karina senang?	Karina က ဝမ်းသာခဲ့လား။
はい、とても よろこんで いました。	Ya, dia sangat senang.	ဟုတ်ကဲ့၊ အရမ်း ဝမ်းသာခဲ့ပါတယ်။
だれかに にほんごを おしえて もらいましたか。	Apakah ada yang mengajari Anda bahasa Jepang?	တစ်ယောက်ယောက်ဆီက ဂျပန်စာ သင်ပေးခံခဲ့ရလား။
はい、やまだせんせいに おしえて もらいました。	Ya, saya diajari oleh Pak Yamada.	ဟုတ်ကဲ့၊ ဆရာ Yamada ဆီက သင်ယူခဲ့ပါတယ်။
せんせいは やさしく おしえて くれましたか。	Apakah guru mengajari dengan ramah?	ဆရာက ကြင်ကြင်နာနာ သင်ပေးခဲ့လား။
はい、わかりやすく おしえて くれました。	Ya, beliau mengajari dengan mudah dipahami.	ဟုတ်ကဲ့၊ နားလည်လွယ်အောင် သင်ပေးခဲ့ပါတယ်။
あなたは ともだちに なにか して あげましたか。	Apakah Anda melakukan sesuatu untuk teman Anda?	ခင်ဗျားက သူငယ်ချင်းအတွက် တစ်ခုခု လုပ်ပေးခဲ့လား။
はい、ともだちの にもつを はこんで あげました。	Ya, saya membawakan barang teman saya.	ဟုတ်ကဲ့၊ သူငယ်ချင်းရဲ့ပစ္စည်းတွေ သယ်ပေးခဲ့ပါတယ်။
ともだちは よろこびましたか。	Apakah teman Anda senang?	သူငယ်ချင်းက ဝမ်းသာခဲ့လား။
はい。わたしも ともだちに りょうりを つくって もらいました。	Ya. Teman saya juga memasakkan makanan untuk saya.	ဟုတ်ကဲ့။ ကျွန်တော်လည်း သူငယ်ချင်းဆီက ဟင်းချက်ပေးတာ ခံခဲ့ရပါတယ်။
いいですね。おたがいに たすけあって いるんですね。	Bagus, ya. Kalian saling membantu, ya.	ကောင်းတယ်နော်။ အပြန်အလှန် ကူညီနေကြတာနော်။
ええ、そうです。たすけあうことが たいせつだと おもいます。	Ya, benar. Saya rasa saling membantu itu penting.	ဟုတ်ပါတယ်။ အပြန်အလှန်ကူညီတာက အရေးကြီးတယ်လို့ ထင်ပါတယ်။
