さくら大学ですか。次の駅で降りたらいいですよ。	Universitas Sakura? Turun saja di stasiun berikutnya.	Sakura တက္ကသိုလ်လား။ နောက်ဘူတာမှာ ဆင်းရင် ရပါတယ်။
この電車で行けるんですか。	Apakah bisa dengan kereta ini?	ဒီရထားနဲ့ သွားလို့ရတာလား။
はい、でも急行は止まらないんです。各駅停車に乗ってください。	Ya, tapi kereta ekspres tidak berhenti. Silakan naik kereta yang berhenti di setiap stasiun.	ရပါတယ်၊ ဒါပေမယ့် အမြန်ရထားက မရပ်ပါဘူး။ ဘူတာတိုင်းရပ်တဲ့ရထားကို စီးပါ။
そうなんですか。知りませんでした。ありがとうございます。	Oh begitu. Saya tidak tahu. Terima kasih.	ဟုတ်လား။ မသိခဲ့ပါဘူး။ ကျေးဇူးတင်ပါတယ်။
大学の前にバス停があるので、バスも使えますよ。	Karena di depan universitas ada halte, bus juga bisa dipakai.	တက္ကသိုလ်ရှေ့မှာ ဘတ်စ်ကားမှတ်တိုင် ရှိလို့ ဘတ်စ်ကားလည်း စီးလို့ရပါတယ်။
バスのほうが便利なんですか。	Apakah bus lebih praktis?	ဘတ်စ်ကားက ပိုအဆင်ပြေတာလား။
歩くと15分ぐらいかかるんですが、バスなら5分です。	Kalau jalan kaki sekitar 15 menit, tapi kalau naik bus 5 menit.	လမ်းလျှောက်ရင် ၁၅ မိနစ်လောက် ကြာပေမယ့် ဘတ်စ်ကားဆို ၅ မိနစ်ပဲ ကြာပါတယ်။
じゃあ、バスで行きます。どこから乗ればいいですか。	Kalau begitu, saya naik bus. Naik dari mana?	ဒါဆိုရင် ဘတ်စ်ကားနဲ့ သွားပါမယ်။ ဘယ်ကနေ စီးရမလဲ။
東口を出たら、すぐ右に乗り場がありますよ。	Keluar dari pintu timur, tempat naiknya langsung di sebelah kanan.	အရှေ့ထွက်ပေါက်က ထွက်လိုက်ရင် ညာဘက်မှာ ကားစီးတဲ့နေရာ ချက်ချင်းတွေ့ပါမယ်။
今日、顔色が悪いですよ。どうかしましたか。	Hari ini wajah Anda pucat. Ada apa?	ဒီနေ့ မျက်နှာ မကောင်းဘူးနော်။ ဘာဖြစ်လို့လဲ။
昨日から頭が痛いんです。熱もあるみたいで。	Sejak kemarin kepala saya sakit. Sepertinya juga demam.	မနေ့ကတည်းက ခေါင်းကိုက်နေပါတယ်။ အဖျားလည်း ရှိပုံရပါတယ်။
それは大変ですね。病院へ行ったほうがいいですよ。	Kasihan sekali. Sebaiknya pergi ke rumah sakit.	အဲဒါ ဆိုးပါလား။ ဆေးရုံသွားတာ ကောင်းပါတယ်။
行きたいんですが、仕事が忙しくて……。	Saya ingin pergi, tapi pekerjaan sibuk...	သွားချင်ပေမယ့် အလုပ်များနေလို့...
資料が欲しいんですが、送っていただけませんか。	Saya perlu dokumennya, bisakah Anda mengirimkannya?	စာရွက်စာတမ်း လိုချင်လို့ ပို့ပေးလို့ရမလား။
もちろんです。今日の午後に送ります。	Tentu saja. Saya kirim siang ini.	ရတာပေါ့။ ဒီနေ့ မွန်းလွဲပိုင်းမှာ ပို့ပေးပါမယ်။
無理しないでください。お大事に。	Jangan memaksakan diri. Semoga cepat sembuh.	အားမစိုက်ပါနဲ့။ မြန်မြန် သက်သာပါစေ။
ありがとうございます。薬を飲んで早く寝ます。	Terima kasih. Saya akan minum obat dan tidur cepat.	ကျေးဇူးတင်ပါတယ်။ ဆေးသောက်ပြီး စောစော အိပ်ပါမယ်။
何か手伝えることがあれば、言ってください。	Kalau ada yang bisa saya bantu, katakan saja.	ကူညီပေးနိုင်တာ ရှိရင် ပြောပါနော်။
優しいですね。大丈夫になったらまた連絡します。	Anda baik sekali. Kalau sudah baikan, saya hubungi lagi.	စိတ်ကောင်းရှိလိုက်တာနော်။ နေကောင်းသွားရင် ပြန်အကြောင်းကြားပါမယ်။
新しいアパートはどうですか。	Bagaimana apartemen barunya?	တိုက်ခန်းအသစ်က ဘယ်လိုလဲ။
とても気に入っています。2階から富士山が見えるんです。	Saya sangat menyukainya. Dari lantai 2 kelihatan Gunung Fuji.	အရမ်း သဘောကျနေပါတယ်။ ဒုတိယထပ်ကနေ ဖူဂျီတောင်ကို မြင်ရပါတယ်။
それはすごい！広さはどうですか。	Hebat! Bagaimana luasnya?	အဲဒါ အံ့ဩစရာပဲ။ အကျယ်အဝန်းကရော ဘယ်လိုလဲ။
一人で住むには十分な広さです。料理も作れるし、友だちも呼べます。	Cukup luas untuk tinggal sendiri. Bisa memasak, bisa juga mengundang teman.	တစ်ယောက်တည်းနေဖို့ လုံလောက်တဲ့အကျယ်ပါ။ ဟင်းလည်းချက်လို့ရသလို သူငယ်ချင်းတွေလည်း ဖိတ်လို့ရပါတယ်။
駅からは遠いですか。	Apakah jauh dari stasiun?	ဘူတာကနေ ဝေးလား။
歩いて10分です。自転車が使えるので、問題ないですよ。	Jalan kaki 10 menit. Karena bisa pakai sepeda, tidak masalah.	လမ်းလျှောက်ရင် ၁၀ မိနစ်ပါ။ စက်ဘီးသုံးလို့ရလို့ ပြဿနာမရှိပါဘူး။
近くにスーパーはありますか。	Apakah ada supermarket di dekat sana?	အနီးမှာ စူပါမားကက် ရှိလား။
はい、近くに大きいスーパーがあって、何でも買えます。	Ya, di dekat sana ada supermarket besar, bisa beli apa saja.	ဟုတ်ကဲ့၊ အနီးမှာ စူပါမားကက်ကြီး ရှိပြီး ဘာမဆို ဝယ်လို့ရပါတယ်။
いいですね。私も引っ越したいなあ。	Enak, ya. Saya juga ingin pindah.	ကောင်းတယ်နော်။ ကျွန်တော်လည်း အိမ်ပြောင်းချင်လိုက်တာ။
今、近くに空き部屋があるみたいですよ。不動産屋に聞いてみたら？	Sekarang sepertinya ada kamar kosong di dekat sana. Coba tanya agen properti?	အခု အနီးမှာ အခန်းလွတ် ရှိပုံရပါတယ်။ အိမ်ခြံမြေအကျိုးဆောင်ကို မေးကြည့်ပါလား။
何か楽器が弾けますか。	Apakah Anda bisa memainkan alat musik?	တူရိယာ တစ်ခုခု တီးတတ်လား။
ギターが弾けます。ピアノは弾けないんですが。	Bisa main gitar. Tapi piano tidak bisa.	ဂစ်တာ တီးတတ်ပါတယ်။ စန္ဒယားတော့ မတီးတတ်ပါဘူး။
すごいですね。どのくらい練習しましたか。	Hebat. Berapa lama Anda berlatih?	တော်လိုက်တာနော်။ ဘယ်လောက်ကြာကြာ လေ့ကျင့်ခဲ့လဲ။
3年ぐらい練習しました。でも、サッカーはしますが、野球はしません。	Berlatih sekitar 3 tahun. Tapi saya main sepak bola, tidak main bisbol.	၃ နှစ်လောက် လေ့ကျင့်ခဲ့ပါတယ်။ ဒါပေမယ့် ဘောလုံးကတော့ ကစားပြီး ဘေ့စ်ဘောကတော့ မကစားပါဘူး။
スポーツはあまりしないんですか。	Apakah Anda jarang berolahraga?	အားကစား သိပ်မလုပ်ဘူးလား။
泳ぐことはできますが、あまり好きじゃないんです。	Saya bisa berenang, tapi tidak begitu suka.	ရေကူးတတ်ပေမယ့် သိပ်မကြိုက်ပါဘူး။
料理はできますか。	Apakah Anda bisa memasak?	ဟင်းချက်တတ်လား။
簡単な料理は作れます。日本語もひらがなしかわかりませんでしたが、今は漢字も読めます。	Masakan sederhana bisa. Bahasa Jepang juga dulu hanya mengerti hiragana, tapi sekarang kanji pun bisa dibaca.	ရိုးရိုးဟင်းတော့ ချက်တတ်ပါတယ်။ ဂျပန်စာလည်း အရင်က ဟိရဂနပဲ သိခဲ့ပေမယ့် အခုတော့ ခန်းဂျီးလည်း ဖတ်တတ်ပါပြီ။
日本語の勉強をがんばっているんですね。	Anda rajin belajar bahasa Jepang, ya.	ဂျပန်စာကို ကြိုးစားလေ့လာနေတာနော်။
はい、日本語が話せるようになりたいんです。	Ya, saya ingin bisa berbicara bahasa Jepang.	ဟုတ်ကဲ့၊ ဂျပန်စကား ပြောတတ်လာချင်လို့ပါ။
